First_pokemon,Second_pokemon,Winner,HP_diff,Atk_diff,Def_diff,SpAtk_diff,SpDef_diff,Spd_diff,1_2_Atk_Def,1_2_Atk_HP,1_2_SpAtk_SpDef,1_2_SpAtk_HP,2_1_Atk_Def,2_1_Atk_HP,2_1_SpAtk_SpDef,2_1_SpAtk_HP,Dmg_mul_1,Dmg_mul_2,Lgnd_1,Lgnd_2,Prio,Pkmn_1_win
336,467,467,-25,-45,20,-25,25,-35,5,-25,10,-25,30,45,10,25,1.0,1.0,0,0,1,0
353,126,126,30,20,-30,-5,20,-25,-10,30,40,35,0,-20,25,10,1.0,4.0,0,0,1,0
283,461,283,40,41,-5,16,-5,24,15,50,-10,25,-21,-31,-21,-31,2.0,1.0,0,0,0,1
56,540,540,-65,-70,-45,-90,-25,-20,-15,-20,-35,-40,100,115,80,115,1.0,1.0,0,1,1,0
773,328,773,17,-27,-68,-4,-48,81,-67,8,-34,31,28,18,18,18,2.0,1.0,0,0,0,1
301,189,301,-30,55,45,10,30,110,70,-5,30,-40,-30,-30,-10,-20,1.0,1.0,0,0,0,1
734,744,744,-50,-102,-18,-42,-41,-29,-56,-73,-44,-68,64,79,39,24,1.0,1.0,0,0,1,0
638,152,638,40,-25,5,40,65,10,-35,25,50,65,-15,10,-55,-15,1.0,1.0,0,0,0,1
178,705,705,-19,-85,-40,-89,-24,-61,-40,-49,-44,-43,85,55,69,65,1.0,2.0,0,1,1,0
636,595,595,-60,-110,-45,0,0,0,-65,-75,-10,-50,90,95,-10,10,2.0,0.5,0,0,0,0
122,116,116,200,-100,-74,0,-5,-26,-74,-45,-75,-15,100,-145,-70,-215,1.0,2.0,0,0,1,0
455,680,455,-12,99,-24,-16,-49,26,81,56,-34,-44,6,-31,31,-16,0.5,2.0,0,0,0,1
255,486,486,-12,-69,-81,-59,-71,42,-96,-47,-96,-47,54,34,34,24,0.5,1.0,0,0,0,0
321,472,472,-3,-40,-36,-40,-36,-90,-6,-15,-46,-55,70,28,30,-12,2.0,1.0,0,0,1,0
195,461,195,10,-14,-40,11,-35,9,-40,-5,-15,20,14,-1,9,-1,1.0,1.0,0,0,0,1
10,47,47,4,3,30,20,24,-12,13,8,10,10,-20,1,-34,-14,1.0,1.0,0,0,1,0
23,475,23,28,14,31,26,14,16,36,25,14,15,-9,-17,-26,-39,1.0,1.0,0,0,0,1
674,87,674,-19,72,-20,-40,-10,67,37,52,-20,-35,-15,-1,30,24,1.0,1.0,0,0,0,1
175,134,134,20,55,65,-36,-12,-17,70,40,-16,14,-50,-35,32,30,1.0,1.0,0,0,1,0
113,303,303,-10,0,-5,-45,-20,-30,-50,-10,-30,-20,-45,0,35,35,0.0,2.0,0,0,1,0
732,131,732,18,6,-14,-26,-16,11,-4,21,-11,14,4,-3,31,22,1.0,2.0,0,0,0,1
552,55,552,30,38,15,30,0,37,43,33,45,50,-10,-35,15,-10,2.0,2.0,1,0,0,1
320,762,320,39,16,-27,-6,-50,24,1,26,-32,26,12,-29,24,-7,1.0,1.0,0,0,0,1
515,115,115,60,-35,42,45,-15,-37,32,35,-30,30,25,10,-60,-75,1.0,2.0,0,0,1,0
123,698,698,10,-30,60,50,-15,0,0,0,45,45,-30,20,10,-15,0.25,2.0,0,0,0,0
748,720,748,13,-30,-19,27,23,47,-47,-13,25,22,2,4,-25,-18,1.0,1.0,0,0,0,1
36,596,596,20,12,27,5,15,-8,22,12,15,5,-17,-20,-5,-20,1.0,1.0,0,0,1,0
423,675,423,45,80,50,120,120,50,110,95,140,125,-20,-30,-100,-40,1.0,0.5,1,0,0,1
772,715,772,-13,20,-15,-55,-27,10,2,1,-16,-17,-3,-6,66,51,2.0,1.0,0,0,0,1
96,51,51,5,0,-35,-70,-40,-25,-5,5,-50,-35,30,0,60,30,1.0,0.5,0,0,1,0
124,690,124,5,-28,5,-17,5,10,20,-5,-35,-60,43,18,-23,-48,1.0,1.0,0,0,0,1
259,204,259,-10,18,-13,20,-10,15,13,8,0,10,8,0,-10,0,1.0,1.0,0,0,0,1
36,96,36,-10,-18,17,15,5,31,12,-18,5,-25,13,10,-15,-30,0.5,0.5,0,0,0,1
184,562,184,10,15,20,-13,20,70,30,15,10,-5,-5,-10,3,-2,1.0,1.0,0,0,0,1
115,278,115,-10,35,-7,-50,50,32,60,60,-25,-25,32,35,-25,35,1.0,1.0,0,0,0,1
11,474,474,-91,-17,36,-25,26,-22,19,-87,11,-85,0,21,10,31,1.0,1.0,0,0,1,0
198,689,689,5,-3,45,53,50,-10,30,10,40,20,-12,8,-63,-38,0.5,2.0,0,0,1,0
674,581,674,-4,32,10,-5,15,4,67,67,5,-20,25,39,-5,-11,1.0,1.0,0,0,0,1
622,82,622,10,-5,0,0,70,23,-25,35,0,-10,-20,30,-70,-20,2.0,1.0,0,0,0,1
302,761,761,-10,-30,-30,-5,-30,55,-30,-20,-5,5,30,20,30,20,1.0,1.0,0,0,0,0
379,9,9,8,-23,19,-78,-8,-57,3,3,-34,3,7,18,52,73,4.0,1.0,0,0,1,0
321,532,532,22,10,-47,-75,-47,-66,-17,10,-57,-30,20,-22,65,23,1.0,1.0,0,0,1,0
684,539,539,-21,-31,-55,-70,-55,-45,-31,-6,-70,-45,55,46,55,46,2.0,1.0,0,1,1,0
441,122,441,-166,81,83,76,-4,10,81,-164,6,-139,-83,-79,-66,-49,1.0,0.5,0,0,0,1
131,25,131,30,19,50,75,50,43,40,45,65,70,-29,-4,-60,-35,1.0,1.0,0,0,0,1
363,115,115,0,-35,-13,50,-70,-52,32,35,-25,35,80,70,-5,-15,1.0,1.0,0,0,1,0
206,774,206,5,20,-95,-10,-95,35,-80,20,-110,-10,-5,-5,-5,-5,0.5,1.0,0,0,0,1
457,742,742,-63,-48,106,-50,57,-38,-10,-71,-34,-76,-68,40,-41,37,1.0,1.0,0,0,1,0
197,474,474,-60,15,61,75,56,-35,51,-55,111,15,-25,-10,-20,0,2.0,1.0,0,0,1,0
266,555,555,5,19,-5,0,-5,-22,9,19,-10,0,-5,-5,-5,-5,1.0,4.0,0,0,1,0
572,32,32,15,8,8,8,-17,-9,43,38,18,38,27,15,27,15,1.0,0.5,0,0,1,0
332,265,265,-40,15,25,-40,-65,-45,-25,-10,-65,-50,-65,15,40,30,1.0,2.0,0,1,1,0
106,259,259,40,10,33,8,60,-28,36,28,18,28,-7,-22,-50,-20,1.0,1.0,0,0,1,0
371,426,426,-35,-55,-5,-95,-25,-25,5,-10,-35,-50,65,80,85,80,2.0,1.0,0,1,1,0
581,425,581,-20,-65,-80,-85,-35,3,-45,15,-25,-35,100,100,95,70,1.0,1.0,0,1,0,1
161,755,755,-1,36,-1,11,13,21,18,22,13,8,-17,-13,-11,-2,0.0,2.0,0,0,0,0
99,462,99,-20,1,130,-9,-5,4,45,25,35,15,-86,44,49,44,2.0,1.0,0,0,0,1
599,283,283,20,-10,-5,-55,-5,-15,10,0,-60,-70,25,-10,0,-35,1.0,1.0,0,0,1,0
592,365,365,58,20,66,40,51,0,0,15,5,35,-86,-63,-86,-63,1.0,1.0,0,0,0,0
53,603,603,-15,-8,0,-10,0,-62,15,20,-20,-15,23,43,-10,10,1.0,1.0,0,0,1,0
104,217,104,-13,-27,112,-42,-3,22,-3,-3,-18,-18,-88,37,27,37,1.0,1.0,0,0,0,1
472,703,472,-4,-15,-4,-65,-14,4,30,21,-20,-19,49,40,59,50,1.0,1.0,0,1,0,1
742,259,259,78,37,25,32,26,-27,63,55,42,52,1,-60,-16,-58,1.0,0.5,0,0,1,0
101,230,230,-25,-100,-95,50,-45,20,-90,-20,15,45,105,105,10,20,1.0,1.0,0,0,0,0
787,594,787,-10,-10,37,18,25,29,10,10,8,-27,-17,30,-35,-35,1.0,1.0,0,0,0,1
24,749,24,38,0,-20,100,43,93,-20,35,98,90,0,-3,-45,-48,0.5,1.0,0,0,0,1
791,2,2,-20,-32,-28,-35,-40,-5,-33,-30,-35,-15,27,22,40,40,2.0,1.0,0,0,1,0
589,726,726,6,22,-12,-53,-11,-29,33,31,-26,-24,23,3,38,23,1.0,2.0,0,0,1,0
304,507,507,-21,-24,-31,-4,-26,-26,-31,-24,-16,-4,24,21,14,21,1.0,1.0,0,0,1,0
169,739,169,26,37,53,8,2,28,35,28,-15,29,-55,-35,-25,-5,1.0,1.0,0,0,0,1
376,439,376,-13,-11,2,-21,14,15,-13,-13,-16,-13,-4,11,-9,21,1.0,2.0,0,0,0,1
130,692,130,-80,-20,-50,15,-40,5,-60,-65,-25,-40,10,35,0,25,1.0,1.0,0,0,0,1
771,358,358,15,20,0,20,20,-20,0,-15,0,30,-20,-50,-40,-5,1.0,1.0,0,0,1,0
729,384,729,15,-14,7,-20,7,8,-14,-14,-20,-20,-7,-15,-7,-15,1.0,1.0,0,0,0,1
706,234,234,24,10,15,110,5,-14,50,50,70,90,25,16,-45,-44,1.0,2.0,1,0,1,0
508,179,508,-31,19,26,-7,-10,21,19,-31,-27,-31,-26,-19,-10,7,1.0,1.0,0,0,0,1
553,657,553,70,73,70,63,70,55,70,70,70,70,-73,-73,-63,-63,1.0,1.0,1,0,0,1
260,780,260,-40,-35,-39,5,-27,27,-1,-10,-12,-15,73,65,10,20,2.0,1.0,0,0,0,1
640,772,772,-13,-52,-25,51,-3,-88,-35,-38,62,47,42,27,14,9,2.0,1.0,0,0,1,0
728,588,588,-29,-21,-17,-45,-19,-57,-19,-31,-23,-35,19,19,41,39,1.0,1.0,0,0,1,0
737,435,737,-9,-41,-33,34,-19,50,-37,-27,24,14,37,23,9,-11,2.0,2.0,0,0,0,1
510,390,510,20,-8,-80,2,-70,15,-68,22,-68,22,20,10,0,0,1.0,1.0,0,0,0,1
222,707,707,0,-50,-30,-85,-55,-45,-30,-30,-55,-35,50,20,85,50,1.0,1.0,0,1,1,0
3,47,3,40,37,48,70,60,25,47,42,60,60,-38,-35,-70,-50,0.5,2.0,0,0,0,1
761,401,401,-60,-20,-30,-35,-30,-35,-30,-50,-30,-50,20,30,35,45,1.0,0.5,0,0,1,0
104,431,431,-15,-25,0,-40,-115,-20,-115,-5,-130,-20,-90,35,25,35,1.0,1.0,0,1,1,0
626,50,50,-6,13,33,-32,-30,-18,8,18,-22,-7,-38,11,40,31,1.0,4.0,0,0,1,0
229,96,229,-10,50,50,15,30,40,80,50,5,-25,-20,10,-40,-30,1.0,0.0,0,0,0,1
726,225,726,-21,-62,-178,28,-39,67,-167,-12,-12,8,73,71,-1,1,2.0,1.0,0,0,0,1
308,691,308,-30,-25,-43,5,-13,5,-45,-40,-15,-20,23,15,-7,5,2.0,2.0,0,0,0,1
121,469,469,35,70,50,-42,-33,-45,60,60,-33,-25,-60,-45,42,-18,1.0,4.0,0,0,1,0
179,361,361,50,-20,0,26,46,0,0,0,26,26,20,-30,-46,-50,1.0,1.0,0,0,0,0
641,555,555,65,20,20,80,30,-33,10,20,70,80,-30,-65,-40,-65,1.0,1.0,0,0,1,0
706,127,706,24,40,-25,50,35,16,10,50,100,90,-5,-14,15,16,2.0,1.0,1,0,0,1
673,314,314,-84,-43,-30,-55,-15,-33,17,-33,-25,-110,90,94,45,29,1.0,1.0,0,0,1,0
592,177,177,18,-16,62,35,71,-40,-4,-25,25,-5,-50,-27,-81,-58,1.0,1.0,0,0,1,0
196,176,196,55,29,51,80,45,35,41,40,70,80,-39,-44,-55,-55,1.0,1.0,0,0,0,1
654,421,421,-25,-90,-50,-95,-35,-70,-60,-40,-55,-15,80,75,75,105,2.0,1.0,0,1,1,0
107,776,776,-38,30,37,-58,-88,-10,52,37,-88,-43,-15,45,58,53,0.5,1.0,0,0,1,0
426,69,426,80,130,75,45,35,5,135,125,95,125,-70,-85,15,0,1.0,1.0,1,0,0,1
530,69,530,20,80,120,-40,80,-45,85,75,10,40,-115,-25,-30,60,2.0,1.0,0,0,1,1
223,308,223,25,45,73,-15,13,20,43,35,-17,-5,-75,-35,-15,-15,2.0,2.0,0,0,0,1
622,293,293,5,40,45,-5,25,-7,20,30,-45,-15,-65,-15,-65,-15,1.0,2.0,0,0,1,0
65,135,135,25,27,23,5,-5,-10,53,45,15,35,3,-7,15,5,1.0,1.0,0,0,1,0
718,515,718,-39,35,0,40,0,49,25,10,25,10,-10,14,-15,9,1.0,0.5,0,0,0,1
214,75,214,-30,-45,-38,20,-43,36,5,-5,0,-5,88,70,23,5,2.0,1.0,0,0,0,1
691,205,205,-5,0,5,-10,-30,-50,-15,-20,-50,-30,-20,-15,-10,-15,2.0,1.0,0,0,1,0
746,493,493,-6,-42,-11,13,5,-14,-17,-20,8,-5,36,28,-10,-12,1.0,1.0,0,0,1,0
344,389,344,45,7,-35,43,-15,60,-43,27,-17,53,-15,-25,-45,-35,0.5,1.0,0,0,0,1
528,610,528,-2,105,20,-45,40,20,90,95,-10,-5,-35,-8,-5,42,1.0,1.0,0,0,0,1
275,202,275,-20,10,-10,15,-15,50,10,-5,5,15,10,5,5,20,2.0,0.5,0,0,0,1
578,264,264,1,-60,0,17,20,-71,-30,-60,32,-8,30,-1,-5,-26,1.0,1.0,0,1,1,0
313,788,788,-5,-20,-42,-3,-20,36,-42,-5,-20,-30,20,20,3,-22,0.0,1.0,0,0,0,0
95,37,37,0,-22,-7,-5,10,-6,-17,-20,-15,-20,12,2,-20,-15,2.0,1.0,0,0,1,0
472,132,472,35,55,1,-40,-54,25,35,60,-60,20,-21,-30,34,25,1.0,1.0,0,0,0,1
152,753,152,-48,28,30,-8,-20,32,20,2,-10,-23,-38,22,18,33,1.0,1.0,0,0,0,1
376,471,376,-71,-43,-13,-52,-12,16,-28,-71,-42,-71,28,43,22,52,1.0,2.0,0,0,0,1
417,598,598,-25,-20,75,-10,75,-24,0,-30,0,-30,-55,15,-65,5,0.5,2.0,1,0,1,0
503,45,503,-45,45,90,15,50,75,70,-25,35,-55,-65,-25,-30,-25,2.0,2.0,0,0,0,1
409,585,409,25,30,-25,60,40,80,30,65,70,40,25,10,-30,-45,1.0,2.0,0,0,0,1
319,113,319,34,21,-52,31,-7,13,-24,21,21,21,7,-34,-3,-44,1.0,1.0,0,0,0,1
305,605,305,-2,-20,-64,25,-24,3,-64,-5,-14,25,20,17,-15,2,2.0,4.0,0,0,0,1
799,158,158,-10,70,-25,45,40,-20,75,70,80,80,30,10,-5,45,1.0,1.0,1,1,1,0
461,446,446,-19,-16,35,14,35,-35,9,-10,9,-10,-10,25,-40,-5,1.0,1.0,0,0,1,0
764,219,219,1,-7,23,30,24,-26,8,3,55,50,-8,9,1,19,1.0,1.0,0,0,1,0
272,264,264,-15,-15,15,10,25,0,15,-15,25,-15,15,15,-10,-10,1.0,2.0,0,1,0,0
680,677,677,39,16,54,-14,-36,-73,36,-4,-54,11,-34,-59,-4,-14,1.0,2.0,0,0,1,0
240,302,302,60,70,50,5,30,-35,70,60,30,20,-50,-70,-5,-45,2.0,2.0,0,0,1,0
537,534,534,0,0,0,0,0,0,-42,15,-2,55,-42,15,-2,55,2.0,0.5,0,0,0,0
133,393,133,5,-20,20,-20,20,30,50,45,-5,-10,50,60,-5,5,2.0,1.0,0,0,0,1
199,205,205,-5,-35,-20,-35,-45,-70,-50,-55,-75,-55,5,-15,5,-15,1.0,2.0,0,0,1,0
113,587,587,-5,5,52,-15,7,-37,7,-5,-3,-15,-50,-5,5,5,0.0,1.0,0,0,1,0
2,396,2,10,12,13,30,30,10,12,12,30,30,-13,-10,-30,-10,1.0,2.0,0,0,0,1
100,214,214,-30,-50,-12,15,-7,-11,-7,-25,58,40,55,55,50,55,1.0,2.0,0,0,1,0
127,438,438,-21,-39,24,-9,-26,-23,-6,-11,24,19,9,49,59,49,2.0,1.0,0,0,1,0
240,112,112,5,5,-5,-65,-5,-5,15,5,-5,-35,15,-5,65,25,2.0,2.0,0,0,1,0
764,769,764,-6,14,38,53,26,13,23,-4,57,43,-29,-12,-22,-4,2.0,1.0,0,0,0,1
75,444,444,5,10,10,15,25,-45,60,45,5,-20,40,30,-35,-40,1.0,2.0,0,0,1,0
365,182,365,5,-20,20,0,35,20,0,0,0,0,0,15,-35,-5,2.0,1.0,0,0,0,1
698,321,698,-17,25,25,30,25,35,55,13,20,-22,5,5,-35,-35,1.0,0.5,0,0,0,1
151,788,151,-15,-40,3,57,-5,1,-62,-25,40,30,-25,30,-12,-12,1.0,4.0,0,0,0,1
456,36,36,-40,-20,51,-13,33,-26,-25,-28,-13,-28,-56,32,-33,25,1.0,0.0,0,0,1,0
172,327,327,28,9,3,44,20,50,9,34,44,59,-3,-3,-20,-13,1.0,1.0,0,0,0,0
696,702,702,-19,-5,-2,-25,-59,-50,13,-6,-64,-26,20,18,20,18,1.0,2.0,0,1,1,0
522,104,522,30,65,-30,30,20,25,-50,75,15,25,-85,-20,-35,-35,4.0,1.0,0,0,0,1
696,325,696,22,40,25,30,35,8,40,35,30,15,-25,-27,-35,-37,1.0,1.0,0,0,0,1
128,668,128,-30,-8,-15,-90,-45,23,-8,-8,-60,-40,15,30,75,80,1.0,1.0,0,0,0,1
559,461,559,30,24,-40,1,-40,19,-2,33,-25,10,14,-21,14,-21,4.0,0.5,0,0,0,1
335,231,335,10,30,-175,30,-175,55,-190,20,-190,20,-45,-20,-45,-20,2.0,1.0,0,0,0,1
572,427,427,-30,-82,-37,-82,-37,-14,-2,-7,-2,-7,117,105,117,105,0.25,2.0,0,1,1,0
659,286,286,-26,-40,21,-36,26,-60,-20,-20,-36,-46,-1,46,-26,16,1.0,1.0,0,0,1,0
91,730,730,7,15,12,18,24,-2,22,20,20,13,-5,-2,-22,-12,1.0,1.0,0,0,1,0
221,788,788,-10,-10,18,2,-15,-14,-32,5,-15,-25,-40,25,-2,-17,1.0,1.0,0,0,1,0
387,56,56,54,60,40,48,18,-30,90,105,38,73,-10,-9,-28,-29,1.0,1.0,0,0,1,0
362,166,166,-20,0,-20,-20,-20,0,0,0,-20,-20,20,20,20,20,1.0,1.0,0,0,0,0
677,578,677,-46,-5,-55,-12,40,76,-35,-66,0,-21,25,-15,-28,37,1.0,1.0,0,0,0,1
18,753,18,-33,-27,-10,-38,-40,12,-35,-53,-40,-53,2,7,38,18,2.0,1.0,0,0,0,1
314,151,314,80,100,-25,-20,-5,45,35,90,25,25,-40,-90,50,-35,0.5,1.0,0,0,0,1
535,343,535,-15,-8,52,58,32,1,10,0,30,40,-34,23,-60,-3,1.0,1.0,0,0,0,1
53,257,257,10,0,-15,25,-30,-40,0,45,-50,10,15,35,-45,-25,1.0,0.5,0,0,1,0
414,393,414,15,15,90,30,50,35,85,80,45,40,-20,50,-35,-5,1.0,2.0,0,0,0,1
496,549,549,35,-15,-60,-60,-15,-95,-15,-15,-60,-60,60,-35,15,-35,1.0,1.0,0,0,1,0
781,611,611,-21,-26,5,-36,0,-47,1,-4,-11,-26,22,43,25,31,2.0,0.5,0,0,1,0
267,202,202,-20,9,-5,-25,-30,-19,9,-6,-35,-25,5,5,20,20,1.0,4.0,0,0,1,0
514,105,514,10,22,70,87,0,18,25,10,40,70,-67,-22,-47,-27,1.0,0.5,0,0,0,1
238,159,159,-40,-50,30,-45,-5,-60,-40,-40,-5,-10,-20,50,45,75,4.0,0.5,0,1,1,0
690,647,690,40,63,25,17,25,5,73,63,7,-3,-15,-40,-35,-60,2.0,1.0,0,0,0,1
453,281,453,10,0,15,75,55,50,20,20,75,75,5,10,-55,-10,2.0,0.5,0,0,0,1
374,400,400,-47,20,-5,-25,-35,-10,10,-10,-20,-40,-5,17,40,32,0.5,0.5,0,0,1,0
537,790,790,-45,-52,-77,61,61,58,-119,-30,59,10,10,67,-63,-6,1.0,2.0,0,0,0,0
367,478,478,15,50,50,5,0,-25,50,50,5,50,-50,-15,0,30,1.0,1.0,0,0,1,0
92,176,92,0,39,11,0,-10,55,51,50,-10,0,1,11,0,0,1.0,1.0,0,0,0,1
689,168,168,10,21,-30,-26,-30,0,3,23,-43,-23,12,-8,13,-7,2.0,0.5,0,0,0,0
567,294,567,25,50,35,-5,15,30,50,40,-15,-5,-35,-35,-25,-25,1.0,1.0,0,0,0,1
610,577,610,-6,35,30,43,20,66,15,-16,55,34,-50,-45,-8,-3,1.0,1.0,0,0,0,1
506,338,338,34,55,32,25,32,-19,60,60,50,50,-27,-29,-7,-9,1.0,0.5,0,0,1,0
314,563,314,55,60,15,-13,-5,30,75,65,25,0,0,-50,43,-42,1.0,1.0,0,0,0,1
76,697,697,-42,-30,-55,-55,-60,-58,-15,-17,-20,-22,70,55,95,75,1.0,1.0,0,0,1,0
483,548,548,-17,-17,-33,-39,-39,-6,-17,-17,-39,-39,33,17,39,17,1.0,1.0,0,0,1,0
546,57,57,115,40,50,70,30,-30,70,85,50,85,-20,-70,-50,-100,1.0,1.0,1,0,1,0
543,541,541,-9,-30,-14,-20,6,-13,-30,-10,30,30,14,29,44,59,2.0,0.5,1,1,1,0
784,514,514,-11,-4,-45,-86,-35,-19,-49,-4,-46,-26,0,11,75,71,1.0,1.0,0,0,1,0
439,771,771,-42,-14,-12,-49,-74,-20,-14,-44,-69,-34,12,12,54,57,1.0,1.0,0,0,1,0
474,652,474,81,25,-1,35,-1,65,35,11,35,21,11,-95,1,-95,2.0,1.0,0,0,0,1
65,464,65,20,30,-22,20,-22,55,8,40,-2,30,0,-10,0,-10,2.0,1.0,0,0,0,1
180,679,679,-40,-50,-10,-60,20,-90,-20,-60,-20,-40,40,30,20,60,2.0,0.5,0,0,1,0
682,175,682,-20,20,-40,16,-23,27,25,40,12,10,45,40,19,14,1.0,1.0,0,0,0,1
286,173,286,20,25,6,16,12,27,26,40,12,10,-5,-5,-16,-26,1.0,1.0,0,0,0,1
544,225,544,35,35,-120,25,15,70,-70,85,-15,5,15,15,-55,-55,0.5,1.0,1,0,0,1
494,565,494,48,45,26,20,16,25,61,70,11,20,-10,-23,-25,-48,1.0,1.0,0,0,0,1
376,682,682,-25,-85,-5,-55,10,-50,-20,-25,-20,-25,70,85,25,55,2.0,0.5,0,0,1,0
139,486,139,8,11,-21,-39,-46,77,-16,33,-76,-27,-6,14,9,4,0.5,1.0,0,0,0,1
218,781,781,141,-33,-12,-11,3,-18,-37,-16,-22,-16,8,-124,-14,-146,1.0,2.0,0,0,1,0
625,37,37,-32,-42,58,20,20,-46,-37,-40,10,5,-53,34,-30,17,1.0,1.0,0,0,1,0
300,647,300,-20,-5,-20,-10,-20,10,5,-5,-20,-30,30,20,10,0,2.0,1.0,0,0,0,1
545,275,275,80,15,55,-5,35,-30,35,30,15,30,-35,-65,-15,-45,1.0,0.5,1,0,1,0
493,82,493,13,-5,-50,5,10,47,-25,35,5,-5,30,27,-10,-23,2.0,1.0,0,0,0,1
621,719,621,-6,14,5,-13,25,10,10,19,-10,-21,-9,11,-22,-2,1.0,1.0,0,0,0,1
91,79,79,12,25,20,8,-38,-10,30,25,-42,18,-15,-12,-12,-2,1.0,1.0,0,0,1,0
285,130,130,5,10,-20,-40,-25,-50,0,25,-25,0,10,10,40,35,1.0,1.0,0,0,1,0
417,392,392,15,25,80,-20,70,-15,5,10,-5,10,-100,-30,-55,15,1.0,0.5,1,0,1,0
282,275,275,0,0,5,-45,-15,-70,20,15,-25,-10,15,15,35,35,0.5,4.0,0,0,1,0
414,444,414,-5,25,80,55,50,10,75,60,45,20,-30,40,-60,-30,1.0,0.5,0,0,0,1
117,361,361,40,-15,25,10,25,-40,5,5,10,10,-5,-20,-25,-40,1.0,1.0,0,0,1,0
123,133,133,-5,-55,35,45,-40,-45,-25,-15,20,30,-5,45,15,-10,0.25,2.0,0,0,1,0
795,687,795,43,-25,21,21,25,25,0,35,11,16,4,17,-35,-48,2.0,1.0,1,0,0,1
501,415,415,28,12,-82,18,-28,-3,-88,32,-32,-12,-18,-8,-22,-58,2.0,0.5,0,1,1,0
306,190,306,33,45,0,85,50,60,0,30,60,90,-45,-48,-75,-28,1.0,1.0,0,0,0,1
692,669,692,60,35,50,-10,40,60,10,15,0,5,-75,-80,-30,-45,2.0,1.0,0,0,0,1
718,437,718,7,42,43,42,43,18,68,56,68,56,-17,7,-17,7,0.5,4.0,0,0,0,1
43,95,95,-52,-29,-40,-20,-30,-5,-39,-49,-45,-40,30,32,5,32,1.0,2.0,0,0,1,0
606,22,606,-3,40,34,5,19,41,45,37,5,-8,-29,0,-19,-10,1.0,2.0,0,0,0,1
746,780,746,-23,-62,-22,-2,-22,12,-28,-37,-19,-22,56,48,5,3,1.0,2.0,0,0,0,1
328,342,342,-10,45,75,10,30,-75,35,25,0,25,-85,-10,-40,25,1.0,1.0,0,0,1,0
404,345,345,5,24,60,14,-5,-13,39,34,34,64,-45,5,25,45,0.5,2.0,0,0,1,0
185,588,588,8,-19,-17,-21,1,-47,-17,-29,1,-11,19,-18,21,2,2.0,1.0,0,0,1,0
281,171,171,-8,6,-8,-30,-15,-40,12,12,-15,-8,14,14,30,30,2.0,0.5,0,0,1,0
149,626,149,11,-18,-33,32,30,18,-43,6,40,31,8,13,-22,-12,0.5,1.0,0,0,0,1
302,149,302,-25,-30,-40,-30,-45,45,-40,-35,-20,-10,30,20,55,45,1.0,1.0,0,0,0,1
701,553,553,-29,9,-30,-48,-30,-12,9,9,-48,-48,30,29,30,29,2.0,0.5,1,1,1,0
113,281,281,0,-20,45,-10,0,-5,0,0,-10,-10,-25,20,0,0,1.0,2.0,0,0,1,0
400,134,134,25,10,35,-40,-25,-50,25,-5,-20,10,-20,-40,45,25,1.0,1.0,0,0,1,0
55,240,240,-30,-35,-20,30,15,40,-15,-35,30,-10,40,30,-15,-10,1.0,2.0,0,0,0,0
39,169,169,-19,-10,-43,-28,-45,-15,-28,-8,-45,-25,25,21,28,22,2.0,0.5,0,0,1,0
239,372,372,0,2,-3,-16,-11,-10,7,0,-11,-20,8,-2,16,-4,2.0,2.0,0,0,1,0
430,475,430,-5,114,-24,136,-36,65,136,125,124,125,46,16,24,-6,1.0,1.0,1,0,0,1
692,109,109,70,35,55,0,40,-20,15,25,0,15,-75,-80,-40,-55,1.0,2.0,0,0,1,0
354,20,354,5,-50,30,90,-5,-105,60,35,25,40,80,80,-60,-55,4.0,1.0,0,0,1,1
2,616,616,-45,-78,8,50,25,-35,7,-43,25,-25,77,80,-50,-30,1.0,2.0,0,0,1,0
522,481,481,-6,28,66,-4,6,-17,46,39,1,-11,-48,17,-1,-1,1.0,1.0,0,0,1,0
71,659,71,11,0,-46,111,9,110,-41,6,49,91,5,-5,-71,-31,0.5,1.0,0,0,0,1
484,394,394,38,-57,7,-44,1,-31,33,28,11,6,83,47,54,12,1.0,0.5,0,0,1,0
636,471,636,-66,-53,-18,-37,-17,6,-38,-81,-27,-56,33,38,27,47,1.0,1.0,0,0,0,1
415,635,635,5,5,140,-15,40,-65,40,25,-10,-25,-105,15,-35,-15,1.0,0.5,1,0,1,0
348,316,316,-16,0,-25,15,-30,-95,45,29,15,4,70,45,30,5,1.0,2.0,0,0,1,0
680,675,675,54,-4,44,21,59,-8,26,11,41,26,-14,-39,-39,-49,1.0,2.0,0,0,1,0
771,773,773,28,7,8,29,63,-41,8,-2,43,43,-7,-37,-49,-14,1.0,1.0,0,0,1,0
425,658,658,30,103,100,53,30,-18,120,110,90,80,-83,-23,7,-3,4.0,1.0,1,0,1,0
282,173,282,20,20,6,16,22,7,21,35,12,10,-5,-5,-26,-26,1.0,1.0,0,0,0,1
283,341,341,40,60,50,0,15,-35,70,50,10,25,-40,-50,-5,-15,2.0,0.0,0,0,1,0
295,9,9,-18,-54,-28,-99,-45,-50,-28,-28,-55,-18,54,44,89,99,2.0,2.0,0,0,1,0
756,458,756,42,51,41,56,30,36,35,40,40,45,-57,-53,-46,-53,1.0,0.5,0,0,0,1
247,657,657,-5,13,-20,23,0,0,10,10,30,30,17,2,7,12,2.0,2.0,0,0,0,0
